r,t,f,y,UseByTechnologyAnnual
REGION1,LNDAGRSOEC02,LWATSOE,2030,0.0195
REGION1,LNDAGRSOEC02,WTRPRCSOE,2016,2.1961
REGION1,LNDAGRSOEC02,WTRPRCSOE,2017,2.1961
REGION1,LNDAGRSOEC02,WTRPRCSOE,2018,2.1961
REGION1,LNDAGRSOEC02,WTRPRCSOE,2019,2.1961
REGION1,LNDAGRSOEC02,WTRPRCSOE,2020,2.1961
REGION1,LNDAGRSOEC02,WTRPRCSOE,2021,2.1961
REGION1,LNDAGRSOEC02,WTRPRCSOE,2022,2.1961
REGION1,LNDAGRSOEC02,WTRPRCSOE,2023,2.1961
REGION1,LNDAGRSOEC02,WTRPRCSOE,2024,2.1961
REGION1,LNDAGRSOEC02,WTRPRCSOE,2025,2.1961
REGION1,LNDAGRSOEC02,WTRPRCSOE,2026,2.1961
REGION1,LNDAGRSOEC02,WTRPRCSOE,2027,2.1961
REGION1,LNDAGRSOEC02,WTRPRCSOE,2028,2.1961
REGION1,LNDAGRSOEC02,WTRPRCSOE,2029,2.1961
REGION1,LNDAGRSOEC02,WTRPRCSOE,2030,2.196
REGION1,LNDBARMRD,LMRD,2016,0.0012
REGION1,LNDBARMRD,LMRD,2017,0.0013
REGION1,LNDBARMRD,LMRD,2018,0.0012
REGION1,LNDBARMRD,LMRD,2019,0.0012
REGION1,LNDBARMRD,LMRD,2020,0.0013
REGION1,LNDBARMRD,LMRD,2021,0.0012
REGION1,LNDBARMRD,LMRD,2022,0.0013
REGION1,LNDBARMRD,LMRD,2023,0.0013
REGION1,LNDBARMRD,LMRD,2024,0.0013
REGION1,LNDBARMRD,LMRD,2025,0.0012
REGION1,LNDBARMRD,LMRD,2026,0.0012
REGION1,LNDBARMRD,LMRD,2027,0.0013
REGION1,LNDBARMRD,LMRD,2028,0.0012
REGION1,LNDBARMRD,LMRD,2029,0.0013
REGION1,LNDBARMRD,LMRD,2030,0.0013
REGION1,LNDBARNOC,LNOC,2016,0.0003
REGION1,LNDBARNOC,LNOC,2017,0.0003
REGION1,LNDBARNOC,LNOC,2018,0.0003
REGION1,LNDBARNOC,LNOC,2019,0.0003
REGION1,LNDBARNOC,LNOC,2020,0.0003
REGION1,LNDBARNOC,LNOC,2021,0.0003
REGION1,LNDBARNOC,LNOC,2022,0.0003
REGION1,LNDBARNOC,LNOC,2023,0.0003
REGION1,LNDBARNOC,LNOC,2024,0.0003
REGION1,LNDBARNOC,LNOC,2025,0.0003
REGION1,LNDBARNOC,LNOC,2026,0.0003
REGION1,LNDBARNOC,LNOC,2027,0.0003
REGION1,LNDBARNOC,LNOC,2028,0.0003
REGION1,LNDBARNOC,LNOC,2029,0.0003
REGION1,LNDBARNOC,LNOC,2030,0.0003
REGION1,LNDBARNOW,LNOW,2016,0.0001
REGION1,LNDBARNOW,LNOW,2017,0.0001
REGION1,LNDBARNOW,LNOW,2018,0.0001
REGION1,LNDBARNOW,LNOW,2019,0.0001
REGION1,LNDBARNOW,LNOW,2020,0.0001
REGION1,LNDBARNOW,LNOW,2021,0.0001
REGION1,LNDBARNOW,LNOW,2022,0.0001
REGION1,LNDBARNOW,LNOW,2023,0.0001
REGION1,LNDBARNOW,LNOW,2024,0.0001
REGION1,LNDBARNOW,LNOW,2025,0.0001
REGION1,LNDBARNOW,LNOW,2026,0.0001
REGION1,LNDBARNOW,LNOW,2027,0.0001
REGION1,LNDBARNOW,LNOW,2028,0.0001
REGION1,LNDBARNOW,LNOW,2029,0.0001
REGION1,LNDBARNOW,LNOW,2030,0.0001
REGION1,LNDBARRRD,LRRD,2016,0.0004
REGION1,LNDBARRRD,LRRD,2017,0.0004
REGION1,LNDBARRRD,LRRD,2018,0.0004
REGION1,LNDBARRRD,LRRD,2019,0.0004
REGION1,LNDBARRRD,LRRD,2020,0.0004
REGION1,LNDBARRRD,LRRD,2021,0.0004
REGION1,LNDBARRRD,LRRD,2022,0.0004
REGION1,LNDBARRRD,LRRD,2023,0.0004
REGION1,LNDBARRRD,LRRD,2024,0.0004
REGION1,LNDBARRRD,LRRD,2025,0.0004
REGION1,LNDBARRRD,LRRD,2026,0.0004
REGION1,LNDBARRRD,LRRD,2027,0.0004
REGION1,LNDBARRRD,LRRD,2028,0.0004
REGION1,LNDBARRRD,LRRD,2029,0.0004
REGION1,LNDBARRRD,LRRD,2030,0.0004
REGION1,LNDBARSOC,LSOC,2016,0.001
REGION1,LNDBARSOC,LSOC,2017,0.001
REGION1,LNDBARSOC,LSOC,2018,0.001
REGION1,LNDBARSOC,LSOC,2019,0.001
REGION1,LNDBARSOC,LSOC,2020,0.001
REGION1,LNDBARSOC,LSOC,2021,0.001
REGION1,LNDBARSOC,LSOC,2022,0.001
REGION1,LNDBARSOC,LSOC,2023,0.001
REGION1,LNDBARSOC,LSOC,2024,0.001
REGION1,LNDBARSOC,LSOC,2025,0.001
REGION1,LNDBARSOC,LSOC,2026,0.001
REGION1,LNDBARSOC,LSOC,2027,0.001
REGION1,LNDBARSOC,LSOC,2028,0.001
REGION1,LNDBARSOC,LSOC,2029,0.001
REGION1,LNDBARSOC,LSOC,2030,0.001
REGION1,LNDBARSOE,LSOE,2016,0.0095
REGION1,LNDBARSOE,LSOE,2017,0.0095
REGION1,LNDBARSOE,LSOE,2018,0.0095
REGION1,LNDBARSOE,LSOE,2019,0.0095
REGION1,LNDBARSOE,LSOE,2020,0.0095
REGION1,LNDBARSOE,LSOE,2021,0.0095
REGION1,LNDBARSOE,LSOE,2022,0.0095
REGION1,LNDBARSOE,LSOE,2023,0.0095
REGION1,LNDBARSOE,LSOE,2024,0.0095
REGION1,LNDBARSOE,LSOE,2025,0.0095
REGION1,LNDBARSOE,LSOE,2026,0.0095
REGION1,LNDBARSOE,LSOE,2027,0.0095
REGION1,LNDBARSOE,LSOE,2028,0.0095
REGION1,LNDBARSOE,LSOE,2029,0.0095
REGION1,LNDBARSOE,LSOE,2030,0.0095
REGION1,LNDBLTMRD,LMRD,2016,0.4373
REGION1,LNDBLTMRD,LMRD,2017,0.4523
REGION1,LNDBLTMRD,LMRD,2018,0.4685
REGION1,LNDBLTMRD,LMRD,2019,0.4847
REGION1,LNDBLTMRD,LMRD,2020,0.4972
REGION1,LNDBLTMRD,LMRD,2021,0.5121
REGION1,LNDBLTMRD,LMRD,2022,0.5246
REGION1,LNDBLTMRD,LMRD,2023,0.5395
REGION1,LNDBLTMRD,LMRD,2024,0.5545
REGION1,LNDBLTMRD,LMRD,2025,0.5682
REGION1,LNDBLTMRD,LMRD,2026,0.5819
REGION1,LNDBLTMRD,LMRD,2027,0.5968
REGION1,LNDBLTMRD,LMRD,2028,0.6118
REGION1,LNDBLTMRD,LMRD,2029,0.6267
REGION1,LNDBLTMRD,LMRD,2030,0.638
REGION1,LNDBLTNOC,LNOC,2016,0.2492
REGION1,LNDBLTNOC,LNOC,2017,0.2567
REGION1,LNDBLTNOC,LNOC,2018,0.2666
REGION1,LNDBLTNOC,LNOC,2019,0.2754
REGION1,LNDBLTNOC,LNOC,2020,0.2841
REGION1,LNDBLTNOC,LNOC,2021,0.2903
REGION1,LNDBLTNOC,LNOC,2022,0.299
REGION1,LNDBLTNOC,LNOC,2023,0.3078
REGION1,LNDBLTNOC,LNOC,2024,0.314
REGION1,LNDBLTNOC,LNOC,2025,0.3227
REGION1,LNDBLTNOC,LNOC,2026,0.3314
REGION1,LNDBLTNOC,LNOC,2027,0.3389
REGION1,LNDBLTNOC,LNOC,2028,0.3476
REGION1,LNDBLTNOC,LNOC,2029,0.3564
REGION1,LNDBLTNOC,LNOC,2030,0.3638
REGION1,LNDBLTNOE,LNOE,2016,0.1645
REGION1,LNDBLTNOE,LNOE,2017,0.1707
REGION1,LNDBLTNOE,LNOE,2018,0.1744
REGION1,LNDBLTNOE,LNOE,2019,0.1819
REGION1,LNDBLTNOE,LNOE,2020,0.1881
REGION1,LNDBLTNOE,LNOE,2021,0.1919
REGION1,LNDBLTNOE,LNOE,2022,0.1981
REGION1,LNDBLTNOE,LNOE,2023,0.2031
REGION1,LNDBLTNOE,LNOE,2024,0.2081
REGION1,LNDBLTNOE,LNOE,2025,0.2131
REGION1,LNDBLTNOE,LNOE,2026,0.2193
REGION1,LNDBLTNOE,LNOE,2027,0.2243
REGION1,LNDBLTNOE,LNOE,2028,0.2305
REGION1,LNDBLTNOE,LNOE,2029,0.2342
REGION1,LNDBLTNOE,LNOE,2030,0.2405
REGION1,LNDBLTNOW,LNOW,2016,0.1682
REGION1,LNDBLTNOW,LNOW,2017,0.1757
REGION1,LNDBLTNOW,LNOW,2018,0.1807
REGION1,LNDBLTNOW,LNOW,2019,0.1869
REGION1,LNDBLTNOW,LNOW,2020,0.1919
REGION1,LNDBLTNOW,LNOW,2021,0.1969
REGION1,LNDBLTNOW,LNOW,2022,0.2031
REGION1,LNDBLTNOW,LNOW,2023,0.2081
REGION1,LNDBLTNOW,LNOW,2024,0.2131
REGION1,LNDBLTNOW,LNOW,2025,0.2193
REGION1,LNDBLTNOW,LNOW,2026,0.2243
REGION1,LNDBLTNOW,LNOW,2027,0.2293
REGION1,LNDBLTNOW,LNOW,2028,0.2355
REGION1,LNDBLTNOW,LNOW,2029,0.2405
REGION1,LNDBLTNOW,LNOW,2030,0.2455
REGION1,LNDBLTRRD,LRRD,2016,0.3763
REGION1,LNDBLTRRD,LRRD,2017,0.39
REGION1,LNDBLTRRD,LRRD,2018,0.4025
REGION1,LNDBLTRRD,LRRD,2019,0.4162
REGION1,LNDBLTRRD,LRRD,2020,0.4274
REGION1,LNDBLTRRD,LRRD,2021,0.4398
REGION1,LNDBLTRRD,LRRD,2022,0.4523
REGION1,LNDBLTRRD,LRRD,2023,0.4635
REGION1,LNDBLTRRD,LRRD,2024,0.476
REGION1,LNDBLTRRD,LRRD,2025,0.4884
REGION1,LNDBLTRRD,LRRD,2026,0.5009
REGION1,LNDBLTRRD,LRRD,2027,0.5121
REGION1,LNDBLTRRD,LRRD,2028,0.5258
REGION1,LNDBLTRRD,LRRD,2029,0.5383
REGION1,LNDBLTRRD,LRRD,2030,0.5482
REGION1,LNDBLTSOC,LSOC,2016,0.2965
REGION1,LNDBLTSOC,LSOC,2017,0.3065
REGION1,LNDBLTSOC,LSOC,2018,0.3165
REGION1,LNDBLTSOC,LSOC,2019,0.3265
REGION1,LNDBLTSOC,LSOC,2020,0.3364
REGION1,LNDBLTSOC,LSOC,2021,0.3464
REGION1,LNDBLTSOC,LSOC,2022,0.3564
REGION1,LNDBLTSOC,LSOC,2023,0.3651
REGION1,LNDBLTSOC,LSOC,2024,0.375
REGION1,LNDBLTSOC,LSOC,2025,0.3838
REGION1,LNDBLTSOC,LSOC,2026,0.3937
REGION1,LNDBLTSOC,LSOC,2027,0.4037
REGION1,LNDBLTSOC,LSOC,2028,0.4124
REGION1,LNDBLTSOC,LSOC,2029,0.4224
REGION1,LNDBLTSOC,LSOC,2030,0.4324
REGION1,LNDBLTSOE,LSOE,2016,0.2405
REGION1,LNDBLTSOE,LSOE,2017,0.2492
REGION1,LNDBLTSOE,LSOE,2018,0.2579
REGION1,LNDBLTSOE,LSOE,2019,0.2654
REGION1,LNDBLTSOE,LSOE,2020,0.2741
REGION1,LNDBLTSOE,LSOE,2021,0.2816
REGION1,LNDBLTSOE,LSOE,2022,0.2891
REGION1,LNDBLTSOE,LSOE,2023,0.2965
REGION1,LNDBLTSOE,LSOE,2024,0.3053
REGION1,LNDBLTSOE,LSOE,2025,0.3127
REGION1,LNDBLTSOE,LSOE,2026,0.3202
REGION1,LNDBLTSOE,LSOE,2027,0.3289
REGION1,LNDBLTSOE,LSOE,2028,0.3364
REGION1,LNDBLTSOE,LSOE,2029,0.3451
REGION1,LNDBLTSOE,LSOE,2030,0.3501
REGION1,LNDCP01HIMRD,LMRD,2016,0.0132
REGION1,LNDCP01HIMRD,LMRD,2017,0.0124
REGION1,LNDCP01HIMRD,LMRD,2018,0.0115
REGION1,LNDCP01HIMRD,LMRD,2019,0.0106
REGION1,LNDCP01HIMRD,LMRD,2020,0.0097
REGION1,LNDCP01HIMRD,LMRD,2021,0.0088
REGION1,LNDCP01HIMRD,LMRD,2022,0.0079
REGION1,LNDCP01HIMRD,LMRD,2023,0.0071
REGION1,LNDCP01HIMRD,LMRD,2024,0.0062
REGION1,LNDCP01HIMRD,LMRD,2025,0.0053
REGION1,LNDCP01HIMRD,LMRD,2026,0.0045
REGION1,LNDCP01HIMRD,LMRD,2027,0.0038
REGION1,LNDCP01HIMRD,LMRD,2028,0.0033
REGION1,LNDCP01HIMRD,LMRD,2029,0.0028
REGION1,LNDCP01HIMRD,LMRD,2030,0.0024
REGION1,LNDCP01HINOC,LNOC,2016,0.0144
REGION1,LNDCP01HINOC,LNOC,2017,0.0134
REGION1,LNDCP01HINOC,LNOC,2018,0.0154
REGION1,LNDCP01HINOC,LNOC,2019,0.0178
REGION1,LNDCP01HINOC,LNOC,2020,0.0204
REGION1,LNDCP01HINOC,LNOC,2021,0.0235
REGION1,LNDCP01HINOC,LNOC,2022,0.0225
REGION1,LNDCP01HINOC,LNOC,2023,0.0216
REGION1,LNDCP01HINOC,LNOC,2024,0.0206
REGION1,LNDCP01HINOC,LNOC,2025,0.0196
REGION1,LNDCP01HINOC,LNOC,2026,0.0187
REGION1,LNDCP01HINOC,LNOC,2027,0.0177
REGION1,LNDCP01HINOC,LNOC,2028,0.0168
REGION1,LNDCP01HINOC,LNOC,2029,0.0158
REGION1,LNDCP01HINOC,LNOC,2030,0.0149
REGION1,LNDCP01HINOE,LNOE,2016,0.013
REGION1,LNDCP01HINOE,LNOE,2017,0.0121
REGION1,LNDCP01HINOE,LNOE,2018,0.0113
REGION1,LNDCP01HINOE,LNOE,2019,0.0104
REGION1,LNDCP01HINOE,LNOE,2020,0.0095
REGION1,LNDCP01HINOE,LNOE,2021,0.0086
REGION1,LNDCP01HINOE,LNOE,2022,0.0078
REGION1,LNDCP01HINOE,LNOE,2023,0.0069
REGION1,LNDCP01HINOE,LNOE,2024,0.0061
REGION1,LNDCP01HINOE,LNOE,2025,0.0052
REGION1,LNDCP01HINOE,LNOE,2026,0.0044
REGION1,LNDCP01HINOE,LNOE,2027,0.0038
REGION1,LNDCP01HINOE,LNOE,2028,0.0032
REGION1,LNDCP01HINOE,LNOE,2029,0.0027
REGION1,LNDCP01HINOE,LNOE,2030,0.0023
REGION1,LNDCP01HINOW,LNOW,2016,0.0171
REGION1,LNDCP01HINOW,LNOW,2017,0.0159
REGION1,LNDCP01HINOW,LNOW,2018,0.0148
REGION1,LNDCP01HINOW,LNOW,2019,0.0137
REGION1,LNDCP01HINOW,LNOW,2020,0.0125
REGION1,LNDCP01HINOW,LNOW,2021,0.0114
REGION1,LNDCP01HINOW,LNOW,2022,0.0102
REGION1,LNDCP01HINOW,LNOW,2023,0.0091
REGION1,LNDCP01HINOW,LNOW,2024,0.008
REGION1,LNDCP01HINOW,LNOW,2025,0.0068
REGION1,LNDCP01HINOW,LNOW,2026,0.0058
REGION1,LNDCP01HINOW,LNOW,2027,0.0049
REGION1,LNDCP01HINOW,LNOW,2028,0.0042
REGION1,LNDCP01HINOW,LNOW,2029,0.0036
REGION1,LNDCP01HINOW,LNOW,2030,0.003
REGION1,LNDCP01HIRRD,LRRD,2016,0.0073
REGION1,LNDCP01HIRRD,LRRD,2017,0.0068
REGION1,LNDCP01HIRRD,LRRD,2018,0.0063
REGION1,LNDCP01HIRRD,LRRD,2019,0.0058
REGION1,LNDCP01HIRRD,LRRD,2020,0.0053
REGION1,LNDCP01HIRRD,LRRD,2021,0.0049
REGION1,LNDCP01HIRRD,LRRD,2022,0.0044
REGION1,LNDCP01HIRRD,LRRD,2023,0.0039
REGION1,LNDCP01HIRRD,LRRD,2024,0.0034
REGION1,LNDCP01HIRRD,LRRD,2025,0.0029
REGION1,LNDCP01HIRRD,LRRD,2026,0.0025
REGION1,LNDCP01HIRRD,LRRD,2027,0.0021
REGION1,LNDCP01HIRRD,LRRD,2028,0.0018
REGION1,LNDCP01HIRRD,LRRD,2029,0.0015
REGION1,LNDCP01HIRRD,LRRD,2030,0.0013
REGION1,LNDCP01HISOC,LSOC,2016,0.0254
REGION1,LNDCP01HISOC,LSOC,2017,0.0237
REGION1,LNDCP01HISOC,LSOC,2018,0.0221
REGION1,LNDCP01HISOC,LSOC,2019,0.024
REGION1,LNDCP01HISOC,LSOC,2020,0.0275
REGION1,LNDCP01HISOC,LSOC,2021,0.0317
REGION1,LNDCP01HISOC,LSOC,2022,0.0364
REGION1,LNDCP01HISOC,LSOC,2023,0.0347
REGION1,LNDCP01HISOC,LSOC,2024,0.033
REGION1,LNDCP01HISOC,LSOC,2025,0.0313
REGION1,LNDCP01HISOC,LSOC,2026,0.0297
REGION1,LNDCP01HISOC,LSOC,2027,0.0279
REGION1,LNDCP01HISOC,LSOC,2028,0.0263
REGION1,LNDCP01HISOC,LSOC,2029,0.0246
REGION1,LNDCP01HISOC,LSOC,2030,0.0229
REGION1,LNDCP01HISOE,LSOE,2016,0.0142
REGION1,LNDCP01HISOE,LSOE,2017,0.0132
REGION1,LNDCP01HISOE,LSOE,2018,0.0123
REGION1,LNDCP01HISOE,LSOE,2019,0.0114
REGION1,LNDCP01HISOE,LSOE,2020,0.011
REGION1,LNDCP01HISOE,LSOE,2021,0.0101
REGION1,LNDCP01HISOE,LSOE,2022,0.0091
REGION1,LNDCP01HISOE,LSOE,2023,0.0082
REGION1,LNDCP01HISOE,LSOE,2024,0.0073
REGION1,LNDCP01HISOE,LSOE,2025,0.0063
REGION1,LNDCP01HISOE,LSOE,2026,0.0054
REGION1,LNDCP01HISOE,LSOE,2027,0.0046
REGION1,LNDCP01HISOE,LSOE,2028,0.0039
REGION1,LNDCP01HISOE,LSOE,2029,0.0033
REGION1,LNDCP01HISOE,LSOE,2030,0.0028
REGION1,LNDCP01HRMRD,LMRD,2016,0.046
REGION1,LNDCP01HRMRD,LMRD,2017,0.0529
REGION1,LNDCP01HRMRD,LMRD,2018,0.0499
REGION1,LNDCP01HRMRD,LMRD,2019,0.0468
REGION1,LNDCP01HRMRD,LMRD,2020,0.0437
REGION1,LNDCP01HRMRD,LMRD,2021,0.0407
REGION1,LNDCP01HRMRD,LMRD,2022,0.0376
REGION1,LNDCP01HRMRD,LMRD,2023,0.0345
REGION1,LNDCP01HRMRD,LMRD,2024,0.0315
REGION1,LNDCP01HRMRD,LMRD,2025,0.0284
REGION1,LNDCP01HRMRD,LMRD,2026,0.0253
REGION1,LNDCP01HRMRD,LMRD,2027,0.0223
REGION1,LNDCP01HRMRD,LMRD,2028,0.0192
REGION1,LNDCP01HRMRD,LMRD,2029,0.0163
REGION1,LNDCP01HRMRD,LMRD,2030,0.0139
REGION1,LNDCP01HRNOC,LNOC,2016,0.05
REGION1,LNDCP01HRNOC,LNOC,2017,0.0575
REGION1,LNDCP01HRNOC,LNOC,2018,0.0661
REGION1,LNDCP01HRNOC,LNOC,2019,0.076
REGION1,LNDCP01HRNOC,LNOC,2020,0.0874
REGION1,LNDCP01HRNOC,LNOC,2021,0.1005
REGION1,LNDCP01HRNOC,LNOC,2022,0.1156
REGION1,LNDCP01HRNOC,LNOC,2023,0.1329
REGION1,LNDCP01HRNOC,LNOC,2024,0.1529
REGION1,LNDCP01HRNOC,LNOC,2025,0.1758
REGION1,LNDCP01HRNOC,LNOC,2026,0.2022
REGION1,LNDCP01HRNOC,LNOC,2027,0.2325
REGION1,LNDCP01HRNOC,LNOC,2028,0.2674
REGION1,LNDCP01HRNOC,LNOC,2029,0.3075
REGION1,LNDCP01HRNOC,LNOC,2030,0.3415
REGION1,LNDCP01HRNOE,LNOE,2016,0.0451
REGION1,LNDCP01HRNOE,LNOE,2017,0.0421
REGION1,LNDCP01HRNOE,LNOE,2018,0.0391
REGION1,LNDCP01HRNOE,LNOE,2019,0.0361
REGION1,LNDCP01HRNOE,LNOE,2020,0.0331
REGION1,LNDCP01HRNOE,LNOE,2021,0.0344
REGION1,LNDCP01HRNOE,LNOE,2022,0.0314
REGION1,LNDCP01HRNOE,LNOE,2023,0.0284
REGION1,LNDCP01HRNOE,LNOE,2024,0.0254
REGION1,LNDCP01HRNOE,LNOE,2025,0.0224
REGION1,LNDCP01HRNOE,LNOE,2026,0.0194
REGION1,LNDCP01HRNOE,LNOE,2027,0.0206
REGION1,LNDCP01HRNOE,LNOE,2028,0.0199
REGION1,LNDCP01HRNOE,LNOE,2029,0.0229
REGION1,LNDCP01HRNOE,LNOE,2030,0.0199
REGION1,LNDCP01HRNOW,LNOW,2016,0.0593
REGION1,LNDCP01HRNOW,LNOW,2017,0.0553
REGION1,LNDCP01HRNOW,LNOW,2018,0.0514
REGION1,LNDCP01HRNOW,LNOW,2019,0.0474
REGION1,LNDCP01HRNOW,LNOW,2020,0.0546
REGION1,LNDCP01HRNOW,LNOW,2021,0.0627
REGION1,LNDCP01HRNOW,LNOW,2022,0.0653
REGION1,LNDCP01HRNOW,LNOW,2023,0.0614
REGION1,LNDCP01HRNOW,LNOW,2024,0.0574
REGION1,LNDCP01HRNOW,LNOW,2025,0.0535
REGION1,LNDCP01HRNOW,LNOW,2026,0.0495
REGION1,LNDCP01HRNOW,LNOW,2027,0.0569
REGION1,LNDCP01HRNOW,LNOW,2028,0.0655
REGION1,LNDCP01HRNOW,LNOW,2029,0.0753
REGION1,LNDCP01HRNOW,LNOW,2030,0.0844
REGION1,LNDCP01HRRRD,LRRD,2016,0.0253
REGION1,LNDCP01HRRRD,LRRD,2017,0.0236
REGION1,LNDCP01HRRRD,LRRD,2018,0.022
REGION1,LNDCP01HRRRD,LRRD,2019,0.0203
REGION1,LNDCP01HRRRD,LRRD,2020,0.0186
REGION1,LNDCP01HRRRD,LRRD,2021,0.0169
REGION1,LNDCP01HRRRD,LRRD,2022,0.0152
REGION1,LNDCP01HRRRD,LRRD,2023,0.0135
REGION1,LNDCP01HRRRD,LRRD,2024,0.0118
REGION1,LNDCP01HRRRD,LRRD,2025,0.0101
REGION1,LNDCP01HRRRD,LRRD,2026,0.0086
REGION1,LNDCP01HRRRD,LRRD,2027,0.0073
REGION1,LNDCP01HRRRD,LRRD,2028,0.0062
REGION1,LNDCP01HRRRD,LRRD,2029,0.0053
REGION1,LNDCP01HRRRD,LRRD,2030,0.0045
REGION1,LNDCP01HRSOC,LSOC,2016,0.0884
REGION1,LNDCP01HRSOC,LSOC,2017,0.0976
REGION1,LNDCP01HRSOC,LSOC,2018,0.1122
REGION1,LNDCP01HRSOC,LSOC,2019,0.129
REGION1,LNDCP01HRSOC,LSOC,2020,0.1484
REGION1,LNDCP01HRSOC,LSOC,2021,0.1707
REGION1,LNDCP01HRSOC,LSOC,2022,0.1963
REGION1,LNDCP01HRSOC,LSOC,2023,0.2257
REGION1,LNDCP01HRSOC,LSOC,2024,0.2596
REGION1,LNDCP01HRSOC,LSOC,2025,0.2899
REGION1,LNDCP01HRSOC,LSOC,2026,0.3148
REGION1,LNDCP01HRSOC,LSOC,2027,0.3201
REGION1,LNDCP01HRSOC,LSOC,2028,0.3215
REGION1,LNDCP01HRSOC,LSOC,2029,0.3157
REGION1,LNDCP01HRSOC,LSOC,2030,0.3098
REGION1,LNDCP01HRSOE,LSOE,2016,0.0493
REGION1,LNDCP01HRSOE,LSOE,2017,0.046
REGION1,LNDCP01HRSOE,LSOE,2018,0.0427
REGION1,LNDCP01HRSOE,LSOE,2019,0.0394
REGION1,LNDCP01HRSOE,LSOE,2020,0.0406
REGION1,LNDCP01HRSOE,LSOE,2021,0.0373
REGION1,LNDCP01HRSOE,LSOE,2022,0.034
REGION1,LNDCP01HRSOE,LSOE,2023,0.0307
REGION1,LNDCP01HRSOE,LSOE,2024,0.0274
REGION1,LNDCP01HRSOE,LSOE,2025,0.0242
REGION1,LNDCP01HRSOE,LSOE,2026,0.0209
REGION1,LNDCP01HRSOE,LSOE,2027,0.0177
REGION1,LNDCP01HRSOE,LSOE,2028,0.0151
REGION1,LNDCP01HRSOE,LSOE,2029,0.0128
REGION1,LNDCP01HRSOE,LSOE,2030,0.0109
REGION1,LNDCP01IIMRD,LMRD,2016,0.0132
REGION1,LNDCP01IIMRD,LMRD,2017,0.0124
REGION1,LNDCP01IIMRD,LMRD,2018,0.0115
REGION1,LNDCP01IIMRD,LMRD,2019,0.0106
REGION1,LNDCP01IIMRD,LMRD,2020,0.0097
REGION1,LNDCP01IIMRD,LMRD,2021,0.0088
REGION1,LNDCP01IIMRD,LMRD,2022,0.0079
REGION1,LNDCP01IIMRD,LMRD,2023,0.0071
REGION1,LNDCP01IIMRD,LMRD,2024,0.0062
REGION1,LNDCP01IIMRD,LMRD,2025,0.0053
REGION1,LNDCP01IIMRD,LMRD,2026,0.0045
REGION1,LNDCP01IIMRD,LMRD,2027,0.0038
REGION1,LNDCP01IIMRD,LMRD,2028,0.0033
REGION1,LNDCP01IIMRD,LMRD,2029,0.0028
REGION1,LNDCP01IIMRD,LMRD,2030,0.0024
REGION1,LNDCP01IINOC,LNOC,2016,0.0144
REGION1,LNDCP01IINOC,LNOC,2017,0.0134
REGION1,LNDCP01IINOC,LNOC,2018,0.0125
REGION1,LNDCP01IINOC,LNOC,2019,0.0115
REGION1,LNDCP01IINOC,LNOC,2020,0.0106
REGION1,LNDCP01IINOC,LNOC,2021,0.0096
REGION1,LNDCP01IINOC,LNOC,2022,0.0086
REGION1,LNDCP01IINOC,LNOC,2023,0.0077
REGION1,LNDCP01IINOC,LNOC,2024,0.0067
REGION1,LNDCP01IINOC,LNOC,2025,0.0058
REGION1,LNDCP01IINOC,LNOC,2026,0.0049
REGION1,LNDCP01IINOC,LNOC,2027,0.0042
REGION1,LNDCP01IINOC,LNOC,2028,0.0035
REGION1,LNDCP01IINOC,LNOC,2029,0.003
REGION1,LNDCP01IINOC,LNOC,2030,0.0026
REGION1,LNDCP01IINOE,LNOE,2016,0.0085
REGION1,LNDCP01IINOE,LNOE,2017,0.0098
REGION1,LNDCP01IINOE,LNOE,2018,0.0113
REGION1,LNDCP01IINOE,LNOE,2019,0.0104
REGION1,LNDCP01IINOE,LNOE,2020,0.0095
REGION1,LNDCP01IINOE,LNOE,2021,0.0086
REGION1,LNDCP01IINOE,LNOE,2022,0.0078
REGION1,LNDCP01IINOE,LNOE,2023,0.0069
REGION1,LNDCP01IINOE,LNOE,2024,0.0061
REGION1,LNDCP01IINOE,LNOE,2025,0.0052
REGION1,LNDCP01IINOE,LNOE,2026,0.0044
REGION1,LNDCP01IINOE,LNOE,2027,0.0037
REGION1,LNDCP01IINOE,LNOE,2028,0.0032
REGION1,LNDCP01IINOE,LNOE,2029,0.0027
REGION1,LNDCP01IINOE,LNOE,2030,0.0023
REGION1,LNDCP01IINOW,LNOW,2016,0.009
REGION1,LNDCP01IINOW,LNOW,2017,0.0103
REGION1,LNDCP01IINOW,LNOW,2018,0.0119
REGION1,LNDCP01IINOW,LNOW,2019,0.0137
REGION1,LNDCP01IINOW,LNOW,2020,0.0125
REGION1,LNDCP01IINOW,LNOW,2021,0.0114
REGION1,LNDCP01IINOW,LNOW,2022,0.0102
REGION1,LNDCP01IINOW,LNOW,2023,0.0091
REGION1,LNDCP01IINOW,LNOW,2024,0.008
REGION1,LNDCP01IINOW,LNOW,2025,0.0068
REGION1,LNDCP01IINOW,LNOW,2026,0.0058
REGION1,LNDCP01IINOW,LNOW,2027,0.0049
REGION1,LNDCP01IINOW,LNOW,2028,0.0042
REGION1,LNDCP01IINOW,LNOW,2029,0.0035
REGION1,LNDCP01IINOW,LNOW,2030,0.003
REGION1,LNDCP01IIRRD,LRRD,2016,0.0073
REGION1,LNDCP01IIRRD,LRRD,2017,0.0068
REGION1,LNDCP01IIRRD,LRRD,2018,0.0063
